"","nomes","cargo_funcao","fala"
"416","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senador Girão. Eu vou passar para o Senador Kajuru, não sem antes pedir para o Senador Renan acumular relatoria e Presidência provisoriamente, enquanto eu tenho que me deslocar aqui ao lado. Voltarei o quanto antes. Senador Kajuru, Senador Alessandro e Senadora Zenaide. "
"417","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO. Para interpelar. Por videoconferência.)","Bem, Pátria amada, eu não posso esconder esse minuto de emoção porque finalmente eu estou, Presidente Randolfe, Senador Renan Calheiros, na CPI. Porque é algo inacreditável, que o País inclusive discute, gente do bem. Porque esta CPI só existe e está sendo exercida – e o senhor sabe muito bem, Presidente Renan, Relator – por minha causa e por causa do Senador Alessandro, que entramos com um mandado de segurança no STF. Do contrário, ela não existiria, e o senhor sabe disso. Ela iria ser prorrogada e não estaria aqui. Então, como pode alguém que é responsável pela existência da CPI não participar dela? Então, evidente que eu estou aqui emocionado.         Eu me dirijo a quem, até então, assumiu a Presidência desta sessão, Senador Randolfe Rodrigues, com o maior carinho, porque eu só estou aqui em função de um homem que, para mim, é uma reserva moral deste País, o Senador Otto Alencar, que fez a solicitação para que eu participasse da CPI e estivesse na escala à hora de perguntar e também no dia em que ocupava a Presidência o Randolfe Rodrigues, que concordou. Randolfe, para mim, é um rapaz exemplar e um rapaz limpo, ao contrário de gente da classe política que é rapaz sujo. E aproveito para fazer, se o senhor me permite, Senador Renan, uma correção. Quando o senhor responde a críticas e o senhor diz de onde essas críticas vêm, elas são um elogio para o senhor. O senhor está me ouvindo ou não? "
"418","PRESIDENTE","(Renan Calheiros. Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Estou te ouvindo. Claro! "
"419","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Então, por favor, não diga mais que elas são um elogio para o senhor. Essas críticas, de onde vêm, ao senhor são um atestado de idoneidade. Entendeu a diferença? De elogio para atestado de idoneidade? Então, eu mudaria a forma de o senhor responder, se o senhor me permite. "
"420","PRESIDENTE","(Renan Calheiros. Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor. "
"421","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Com todo o carinho que eu tenho, porque é um irmão – eu frequento a casa dele; a família dele é minha amiga –, pelo Senador Girão... Senador Eduardo Girão, entre aí – a sua assessoria não lhe informou bem – na internet, agora, às 15h31 – agora são 16h26. O Valor, de O Globo, informa a Pesquisa XT, que diz o contrário do que o senhor informou: que 62% dos brasileiros aprovam esta CPI. Portanto, essa é a informação verdadeira. E aqui está um jornalista de 40 anos de carreira nacional que só acredita em uma pesquisa no Brasil: Datafolha. As demais eu ignoro. Mas a correção é necessário ser feita. Tanto que muitos colegas ficam ansiosos para uma pergunta nesta CPI com o desejo de quê? De 30 segundos no Jornal Nacional. Eu não babo, Presidente Renan Calheiros. É o desejo de aparecer no Jornal Nacional. Eu não tenho isso, porque eu apareci em rede nacional, na televisão brasileira, durante 40 anos. Portanto, isso não faz falta nenhuma a mim. Indo direto aos assuntos, por ter essa primeira grande chance aqui na CPI, Dra. Natalia e Dr. Cláudio, os senhores merecem, inicialmente, um aplauso pelas aulas dadas durante toda esta sessão. Portanto, a CPI – e eu sei que o Senador Renan não vai se esquecer disso e o Brasil do bem – agradece as suas posições.         Dra. Natalia, eu adorei aquela frase sua, do goleiro, da vacina-goleiro. Mas a senhora há de concordar comigo que não basta só a defesa. O meio-campo tem que voltar e marcar bem também, e até os atacantes. Ou seja, é um time completo, é um jogo coletivo. A senhora concorda? Sim ou não? "
"422","NATALIA PASTERNAK","(Para expor.)","Senador, desculpa, mas o senhor está abusando dos meus conhecimentos futebolísticos. (Risos.) "
"423","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Porque futebol tem goleiro, defesa, meio-campo e ataque, Dra. Natalia. "
"424","NATALIA PASTERNAK","","Então, a minha analogia fica no limite do meu conhecimento, Senador. Desculpe. "
"425","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Mas pergunte ao seu filho, ao seu sobrinho, que ele vai lhe explicar o que é o futebol. Segundo: também adorei a sua colocação sobre a ciência. E peço, rapidamente, sim ou não, se, na verdade, a sua definição é de que a ciência não é uma achismo. Concorda? "
"426","NATALIA PASTERNAK","","Perfeito. É isso mesmo. É um processo de investigação. "
"427","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Exatamente, não é um achismo. Aí eu tenho que entrar em uma colocação para a senhora e para o Dr. Cláudio, dura, que é o meu estilo – quem me conhece, o Senador Renan sabe o que eu sou como jornalista, na minha carreira –, é o meu jeito de perguntar. Infelizmente, o Brasil, hoje, tem um Presidente da República, cuja cultura é uma cultura de latrina. Eu sei que muita gente vai pegar o telefone agora e buscar no dicionário. Inclusive ele, Presidente, se estiver vendo a gente, vai ter que pegar, no telefone, no dicionário, o que é latrina. É a sua cultura. Daí a pergunta à senhora: qual é a sensação de uma mulher, com a sua experiência? Que motivo realmente teve o Presidente da República para agir da forma que ele agiu, para enfrentar a pandemia do jeito que enfrentou, com declarações grotescas, para não repetir aqui a palavra estapafúrdia, com declarações assim revoltantes? A senhora acha que foi o quê? É o quê? É uma ignorância de alguém que chegou à Presidência da República do Brasil? Ou alguém colocou na cabeça dele tudo o que ele falou, que eu não quero repetir aqui, porque não quero passar mal ao vivo, no ar? "
"428","NATALIA PASTERNAK","","Senador, não cabe a mim fazer qualquer tipo de análise sobre a motivação ou a personalidade do Presidente da República. O que eu posso analisar, como uma especialista em comunicação de ciência, é que a maneira como o Presidente se comporta, como ele apresenta a sua comunicação para a população, é uma maneira muito perigosa. Ele mostra, no seu comportamento, total falta de empatia com as famílias enlutadas, com as famílias que perderam seus entes queridos. E ele mostra também total ignorância da ciência, que deve ser levada em conta na condução da pandemia.         A motivação dele eu não posso arriscar a dizer, mas eu sempre costumo citar a navalha de Hanlon, que é uma situação que a gente usa muito em ciência, que diz que a gente nunca deve atribuir à malícia aquilo que pode ser explicado perfeitamente pela ignorância. "
"429","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Respondeu muito bem. Parabéns, Dra. Natalia. Dr. Cláudio, a sua visão em relação a esse mesmo questionamento que eu fiz. "
"430","CLÁUDIO MAIEROVITCH","(Para expor.)","Bom, saudações, Senador Kajuru. Tenho parentes na sua cidade, conheço desde criança... Eu tenho uma dificuldade semelhante à da colega aqui para entender as motivações. Eu não tenho dúvida quanto à natureza dessas declarações, mas me parecem absolutamente coerentes com as declarações dadas por ele, ao longo de toda a sua vida política, desde quando era Deputado, quando defendeu um torturador, quer dizer, são declarações de quem não tem empatia, de quem não se identifica com os outros seres humanos. Então, me parece, não é surpresa ouvir o que tem acontecido atualmente, como declarações para não usar máscara, questionando a validade da vacina, dizendo que a vacina é experimental, ou outras coisas dessa natureza que têm como resultado último a piora da nossa situação epidêmica e a piora da capacidade da população de se proteger. Agora, não sei a motivação, só posso dizer que, aparentemente, essa motivação já vem há 28, 30 anos, porque é coerente ao longo de toda essa trajetória. "
"431","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Perfeito, Dr. Cláudio. Presidente Renan Calheiros, minha última colocação, e peço só a permissão, ao senhor e a todos os companheiros, que merecem o meu respeito, para algo que eu não consigo entender, Presidente Renan Calheiros, neste momento na sessão. Às vezes, dá-se a impressão de que, quando se defende... O senhor, Renan, a imagem da TV Senado poderia ser um pouco mais inteligente e mostrar o Renan, que eu estou me dirigindo a ele, ele é o Presidente. Então, se a TV Senado puder... Então, Presidente Renan Calheiros e Relator, quando se fala que 15 milhões de pessoas estão salvas no Brasil pela pandemia, uma coisa que eu não consigo entender, quer dizer, então, que meio milhão de pessoas mortas não significam nada? Vamos comemorar? Vamos gritar, como um gol no Maracanã? Olha, 15 milhões de pessoas estão salvas; porém, meio milhão, mortas. É algo que eu não consigo entender. Então, a minha última pergunta, e me dirijo à Dra. Natalia, ela é simples. A senhora deve ter, Dra. Natalia, com a sua cultura, que não é de latrina, evidentemente... Com a sua cultura, a senhora deve ter lido Millôr Fernandes. E Millôr dizia o seguinte: que a ignorância é a maior multinacional do mundo. Infelizmente, ela é.         Teve um Parlamentar neste Congresso Nacional, o Senador Randolfe deve se lembrar desse dia, porque ele tem uma memória de elefante, embora seja um nanico fisicamente, mas ele deve se lembrar de que um colega nosso falou que esta CPI – o Renan também deve lembrar, deve se lembrar – poderia começar só em outubro, porque até outubro essa epidemia ia acabar, como se ele tivesse uma bola de cristal. Vejam o ponto a que chega a ignorância de um Parlamentar. E eu tenho vídeo para quem duvidar, nos Anais deste Senado Federal. Então, a pergunta, que é a final, é se a sua previsão é otimista ou pessimista em relação até onde essa tristeza vai nos doer, chamada pandemia, Dra. Natalia, primeiro e, Dr. Cláudio. E, assim, eu encerro e agradeço ao Randolfe, ao Renan e a todos por finalmente ter tido esse espaço aqui na CPI. Dra. Natalia, por fineza. "
"432","NATALIA PASTERNAK","","Senador, eu busco não fazer previsões, porque justamente na ciência a gente também não tem bola de cristal. E, como já falei aqui anteriormente, essa pandemia depende do comportamento de pessoas, além, é claro, da aquisição de vacinas, mas que também dependem do comportamento de pessoas para que essas pessoas se vacinem. Então, dado o comportamento que nós estamos vendo no Brasil e a falta de adesão às medidas preventivas acopladas a uma vacinação lenta, eu temo que essa pandemia ainda vai ficar entre nós por bastante tempo. Eu não consigo e nem devo bater um martelo aqui de data, porque justamente nós não fazemos previsões do futuro, mas é uma pandemia que depende do comportamento de pessoas. Então, eu sou otimista na medida da capacidade que nós tivermos de comunicar efetivamente com a população para que a gente tenha uma melhor adesão às medidas restritivas, para que a gente tenha a implementação de lockdowns coordenados regionalmente, no mínimo, e que a gente tenha uma maior aquisição e distribuição efetiva de vacinas. Com essas medidas, a gente conseguiria até ter um certo otimismo. "
"433","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO)","Entendi muito bem a sua resposta e, para terminar e passar alguns segundos, eu nunca passo do tempo, a resposta do Dr. Cláudio... Eu só esqueci de colocar que do jeito que este Governo enfrenta a pandemia, a previsão da Dra. Natalia e do senhor, Dr. Cláudio, ela é otimista ou pessimista? Até quando vamos viver esse desespero? "
