"","nomes","cargo_funcao","fala"
"238","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeito. "
"239","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Como a reunião com a White Martins foi na noite, a ligação para o Ministro Pazuello foi, se eu não me engano, às 20h15 do dia 7, 21h em Brasília... "
"240","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Não. A pergunta objetiva: o senhor comunicou ao Ministério da Saúde? "
"241","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós encaminhamos esse ofício. "
"242","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Que horas? Que dia? "
"243","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Meia-noite do dia 8, entre 7 e 8. "
"244","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Entre o dia 7 e o dia 8, à meia-noite, o senhor comunicou ao Sr. Ministro de Estado da Saúde, Eduardo Pazuello, do eminente colapso de oxigênio em Manaus. Certo? "
"245","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós encaminhamos essa carta pedindo o apoio, isso que nós fizemos. "
"246","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeitamente. Obrigado. "
"247","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Aqui, desculpa, Senador, eu me equivoquei no horário: 23h45... "
"248","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Do dia 7. "
"249","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Do dia 7. "
"250","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Do dia 7. "
"251","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Nós chegaremos lá. A reunião com a Dra. Mayra, a primeira reunião foi que dia, quando ela falou do tratamento precoce na reunião e anunciou o TrateCov? "
"252","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Quatro de janeiro. "
"253","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Quatro de janeiro.  V. Sa. participou da apresentação do aplicativo do TrateCov? "
"254","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Essa apresentação se deu no dia 11. "
"255","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Sim, mas o senhor participou? "
"256","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, estava no evento. "
"257","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","De quantas reuniões o senhor participou com a Secretária Mayra?         "
"258","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sobre esse, somente... "
"259","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, quantas reuniões nesse período? "
"260","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Ah... "
"261","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Esta o senhor já referiu; depois, teve a segunda... "
"262","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu acho... "
"263","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","... de apresentação do TrateCov... "
"264","MARCELLUS JOSÉ BARROSO CAMPÊLO","","E a terceira... Eu acho que, nesse mesmo período que ela passou em Manaus, nesses dois dias, houve uma segunda reunião com a secretária, eu acho que na sede do Governo, para falar... Eu acho que foi uma live que foi feita em relação à vinda dela. "
"265","PRESIDENTE","(Omar Aziz. PSD - AM. Fora do microfone.)","Você já mudou? "
"266","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, não. O processo de improbidade administrativa movido contra o Ministro Pazuello, que nós estamos requisitando para esta Comissão Parlamentar de Inquérito, e outros integrantes também do Ministério da Saúde pelo Ministério Público Federal, informa que V. Sa. conversou com Pazuello – e repetiu agora há pouco aqui – por telefone no dia 7 de janeiro. Contudo, em seu depoimento a esta Comissão Parlamentar de Inquérito, o ex-Ministro Pazuello negou que tenha tratado do colapso do oxigênio nesse contato telefônico e que teria sido informado sobre o problema apenas no dia 10, pessoalmente, em uma reunião com V. Sa. e o Governador Wilson Lima. Diante dessa óbvia contradição, eu queria fazer algumas perguntas. Em que dia V. Exa. informou mesmo ao ex-Ministro Pazuello sobre o desabastecimento do oxigênio? "
"267","MARCELLUS JOSÉ BARROSO CAMPÊLO","","No dia 7, foi a ligação para pedir apoio logístico para Belém, de Belém para Manaus; no dia 10, informei a preocupação com as entregas da White Martins; e, no dia 11... A partir daí, o Ministério da Saúde começou a tratar diretamente com a White Martins. "
"268","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","E quanto à negativa do ministro de que isso teria acontecido no dia 7 e que só foi informado no encontro de V. Sa. e do Governador no dia 10, pessoalmente? O que o senhor acha desse fato? "
"269","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Foi feito sobre um... Foi feita uma ligação, Presidente, ao ministro, pedindo apoio logístico para o oxigênio, explicando a situação, o pedido que a White Martins me fez, e aí eu passei para o ministério em função de que somente aeronaves militares poderiam fazer esse tipo de transporte. "
"270","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, o ministro mentiu ao não referir esse fato, ao negar que ele tenha acontecido? "
"271","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Sr. Relator, só para ajudar, se me permite... "
"272","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não... "
"273","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","O senhor permite... Houve o contato telefônico... "
"274","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, não, não é isso o que eu estou perguntando, Fernando. "
"275","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Não, não, eu só vou lhe dar uma informação. Houve o contato telefônico no dia 7, avisando ao Ministro Pazuello, e eu gostaria que constasse que, no dia 8, chegou um avião da Força Aérea Brasileira... "
"276","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, não é essa a pergunta, Fernando. Ela está... "
"277","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","... com 150 cilindros. No dia 10... "
"278","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, não, eu estou fazendo uma pergunta concreta. Houve uma contradição. "
"279","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Não, eu só estou dizendo que essa contradição não é importante. "
"280","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Presidente... "
"281","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Não é importante, porque... "
"282","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","É importante, sim! "
"283","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","... o avião chegou no dia seguinte. "
"284","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, não é sobre avião. Eu estou falando... Eu estou perguntando diretamente o seguinte: o ministro mentiu ao dizer que não foi informado no dia 7? É isso o que eu estou querendo saber, nessa óbvia contradição do seu depoimento com o depoimento dele. "
"285","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, o que eu falei foi a ligação... Eu fiz uma ligação para o ministro informando da necessidade de logística para trazer oxigênio de Belém, e ele pediu para entrar em contato com o CMA, porque já estava pré-autorizado, e isso foi feito. "
"286","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, não é verdade o que ele falou, não é isso? "
"287","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A verdade é o fato que eu liguei pra ele naquela data do dia 7. "
"288","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Ele está atestando que o ministro mentiu ao não referir essa data. Quando o Ministério da Saúde providenciou os primeiros carregamentos de oxigênio para a cidade de Manaus? "
"289","MARCELLUS JOSÉ BARROSO CAMPÊLO","","No dia 8, o CMA providenciou a entrega desses 300 cilindros de Belém para Manaus. Chegaram 300...         "
"290","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Em que dias e quantidades o oxigênio chegou? "
"291","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Trezentos cilindros de 10m3: 3 mil metros cúbicos de Belém para Manaus no dia 8. "
"292","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE. Fora do microfone.)","São 150 cilindros... "
"293","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por quantos dias perdurou... Precisamente, por quantos dias perdurou esse desabastecimento de oxigênio medicinal? "
"294","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, na nossa rede pública estadual, nós temos registro de intermitência de fornecimento de oxigênio nos dias 14 e 15. Evidentemente que toda a população com um nível de contaminação impressionante, que foi de três vezes e meio mais... Para os senhores terem uma ideia: em dezembro tivemos 2,2 mil internações; em janeiro, 7,6 mil internações. Então, em relação ao pior cenário da primeira onda, foram 375% comparando janeiro... "
"295","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, não. Eu quero saber exatamente por quantos dias perdurou o desabastecimento. "
"296","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Na nossa rede de saúde, foram dois dias – 14 e 15 – com intermitência no fornecimento. No mercado de Manaus, onde as pessoas estavam procurando oxigênio para levar pra casa, etc., houve... "
"297","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Presidente, me perdoe. Eu preciso... "
"298","MARCELLUS JOSÉ BARROSO CAMPÊLO","","... uma procura de oxigênio para poder atender. "
"299","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Sr. Presidente, de igual modo... "
"300","PRESIDENTE","(Omar Aziz. PSD - AM)","Só um minutinho, Senador Eduardo Braga, vou já passar a palavra a V. Exa., mas, Secretário, as imagens eram diárias – não era uma coisa –, eram nos hospitais, eram nas ambulâncias, eram no Samu chegando e faltando oxigênio, eram as pessoas dentro do hospital com um balão na mão ali tentando sobreviver as pessoas... Não foram só os dois dias. "
"301","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, eu estou falando... "
"302","PRESIDENTE","(Omar Aziz. PSD - AM)","Não foi. O Senador Eduardo Braga tem toda a razão. "
"303","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM. Pela ordem.)","Sr. Presidente, eu peço... Tem um vídeo aqui com datas, se V. Exa. me permitir. Porque eu não aguento mais: o Pazuello veio aqui e mentiu; o Elcio veio aqui e mentiu; agora vem o Secretário mentir também – enquanto isso os nossos irmãos amazonenses morrendo por falta de oxigênio. Eu peço a V. Exa. que autorize a mostrar o vídeo. "
"304","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Pode, por favor. "
"305","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Então, eu peço à Mesa que mostre o vídeo, porque lá tem datas, tem datas. Não foram dois dias, pelo depoimento das pessoas. Não é possível. Toda vez é isto: ""Ah, porque o estoque..."". Estoque? Veja o depoimento das pessoas. Veja o que as pessoas dizem. Vinte e seis de janeiro, BBC News. (Procede-se à exibição de vídeo.) "
"306","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Vinte e um... (Procede-se à exibição de vídeo.)         "
"307","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Sr. Presidente, como você viu e como o Sr. Relator e todos viram, no dia 26 de janeiro, no Hospital 28 de Agosto, o maior pronto-socorro da cidade de Manaus, faltava oxigênio e as pessoas morriam! Vamos começar a falar a verdade, pelo amor de Deus! "
"308","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador... "
"309","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP. Para interpelar.)","Qual é a situação lá? Qual é a situação lá? O senhor e o Governador suspenderam as medidas restritivas no final de dezembro? "
"310","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Nessa época... "
"311","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Com essa situação? "
"312","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, nessa época as medidas estavam... "
"313","HUMBERTO COSTA","(Bloco Parlamentar da Resistência Democrática/PT - PE. Fora do microfone.)","Dia 26 de janeiro... "
"314","PRESIDENTE","(Omar Aziz. PSD - AM)","Já tinha... Dia 6 de janeiro a White Martins comunicou ao Governo que já havia um aumento de 347% na utilização de oxigênio. Quando o Governador, no dia 26 de dezembro, decretou lockdown, houve uma mobilização vinda das mídias dizendo que querem que o povo vá à rua, querem que as pessoas se contaminem, defendem abertamente a imunização de rebanho, tratamento precoce – nisso nós vamos entrar já, já e V. Exa. vai ter de dizer quem estava lá com a Dra. Mayra, quem foram as pessoas que foram fazer palestra lá para usar os amazonenses como cobaia. Porque V. Exa. está aqui, em primeiro lugar, não é para proteger A ou B, é para proteger o povo do Amazonas. Você chegou aqui, você tem uma história bonita, você foi uma pessoa que se formou, tem família. Marcellus, todos nós já passamos por dificuldades, não tem um aqui que não tenha passado, uns mais outros menos. Sofrimento todo ser humano tem, mas é o momento... Aquilo que você não pôde fazer na secretaria, por falta de condições ou porque não teve oportunidade... Mas você tem uma oportunidade ímpar: que a gente faça justiça a essas pessoas que morreram por falta de oxigênio no Amazonas e a gente chegue aos verdadeiros culpados. "
"315","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, eu posso fazer um adendo só em relação... A minha fala foi: na rede de saúde, nos tanques de oxigênio, nós registramos a intermitência de fornecimento nos dias 14 e 15. Uma coisa é faltar na rede de saúde, no hospital, outra coisa é o paciente que está tratando em casa porque não tem vaga no hospital tentar comprar o cilindro no mercado e ele não existir no mercado da cidade. Então, fila de compra etc... "
"316","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, mas a pergunta foi global, ela perguntou... "
"317","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Mas ninguém iria comprar se não estivesse colapsada a rede! "
"318","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","...desabastecimento de oxigênio medicinal. "
"319","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","E, no dia 26 de janeiro, pessoas morrendo dentro do 28 de Agosto por falta de oxigênio! "
"320","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Sr. Secretário... "
"321","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós não temos registro no 28 de Agosto de ter acontecido isso, Senador. Não há registro... "
"322","ROGÉRIO CARVALHO","(Bloco Parlamentar da Resistência Democrática/PT - SE)","Presidente! Presidente! "
"323","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Pelo amor de Deus, nós acabamos de ver! "
"324","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","A gente acabou de ver! (Soa a campainha.) "
