"","nomes","cargo_funcao","fala"
"242","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","A Secretaria Extraordinária de Enfrentamento foi criada por decreto do Presidente da República, em 10 de maio deste ano, na sua gestão. Qual a importância dessa estrutura? "
"243","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Bom, se ela foi criada por decreto e por uma sugestão nossa, é porque ela tem importância para que nós possamos concentrar em uma única pasta o enfrentamento à pandemia. Hoje, nós temos as ações nas diversas secretarias finalísticas. Então, a nossa ideia foi essa e é essa. Eu sei que V. Exa... "
"244","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, ela concentra as ações. "
"245","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Ela vai concentrar. Atualmente, essas ações estão concentradas quase todas no Ministro. "
"246","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, é o Ministro que exerce a competência da secretaria? "
"247","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","O Ministro, Senador, recebe demandas diárias...         "
"248","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, eu estou falando da competência. "
"249","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","... de secretários municipais de saúde, de secretários estaduais, de Prefeitos, de Deputados. Saiu até aí no Globo uma matéria dizendo que eu, em dois meses, recebi mais Parlamentares do que o Pazuello durante o período dele todo de gestão. Recebi e recebo. As portas do Ministério da Saúde estão abertas para os Parlamentares, que levam demandas muito justas, certo? "
"250","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Eu não estou discutindo isso, Ministro, com todo o respeito. "
"251","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Acerca de pleitos... Eu estou falando pra V. Exa., Senador Renan, me permita... "
"252","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Eu estou perguntando é que estrutura... "
"253","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Eu estou exercendo o Ministério da Saúde. A Secretaria de Enfrentamento à pandemia é uma pasta importante. Quero dizer pra V. Exa. que não é fácil encontrar quadros que queiram assumir responsabilidades. "
"254","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Eu sei. "
"255","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Sobretudo numa época dessa, não é? E nós vamos, em prazo curto, colocar um titular na pasta para me ajudar nessa função. É isso o que eu vou fazer. "
"256","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, não há titular ainda, a secretaria continua sem funcionar. "
"257","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","V. Exa. sabe que não há titular ainda. "
"258","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não, eu estou perguntando... Eu perguntei, o senhor não respondeu: quem exerce as competências? "
"259","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Eu exerço as competências. "
"260","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por isso eu perguntei na sequência. "
"261","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Eu exerço as competências, Senador. "
"262","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","O senhor exerce as competências? "
"263","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Eu exerço as competências. "
"264","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Tá. A falta de um titular pra chefiar essa secretaria traz prejuízos à condução da pandemia? "
"265","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","No momento, não. "
"266","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Porque o senhor está exercendo? "
"267","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Porque eu sou o responsável pelo Ministério da Saúde e os secretários das secretarias finalísticas do ministério. Essa é uma secretaria nova, que eu espero que dê o resultado planejado. É por isso que nós criamos a secretaria. "
"268","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Quando V. Exa. pretende nomear uma pessoa pra chefiar a secretaria? "
"269","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Até sexta-feira... "
"270","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Agora? "
"271","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","... devemos ter um nome. "
"272","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Até sexta-feira, portanto... "
"273","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Até sexta-feira devemos ter o nome. "
"274","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","... há pressa nesse sentido. "
"275","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não é pressa. A pressa é inimiga da perfeição, Senador. Na hora que tivermos um nome que preencha os critérios, esse nome será colocado. "
"276","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, qual é o perfil que V. Exa. está buscando para o titular da pasta, da secretaria? "
"277","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Alguém que tenha espírito público, alguém que tenha qualificação técnica, que conheça o Ministério da Saúde e que seja capaz de me ajudar no combate à pandemia, harmonizar a relação entre os médicos e que tenha, sobretudo, dedicação e espírito público, como eu estou tendo à frente da pasta desde o dia em que eu assumi essa função. "
"278","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor, o vídeo seis. (Procede-se à exibição de vídeo.)         "
"279","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","V. Exa. anunciou com entusiasmo, como ouvimos, a médica Luana Araújo como Secretária Extraordinária de Enfrentamento à Covid-19, mas ela sequer foi nomeada para o cargo. Primeira pergunta, Ministro: como V. Exa. chegou ao nome da Dra. Luana? "
"280","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","A Dra. Luana era uma colaboradora eventual no ministério. E, nesse processo de colaboração, eu identifiquei nela qualidades técnicas que podiam ser úteis para o nosso projeto à frente do Ministério da Saúde, e daí a sua indicação para o cargo. O nome, como todos os nomes, inclusive o meu, é encaminhado para a Casa Civil, para a Segov, e não houve qualquer tipo de restrição da Casa Civil e da Segov acerca das questões próprias que são avaliadas naquela instância. Só que, neste ínterim, o nome da Luana, apesar da qualificação técnica, começou a sofrer muitas resistências, em face dos temas que são tratados aqui, quando há uma divergência muito grande entre a classe médica – isto é patente –, divergência de grupo de médicos A e de grupo de médicos B. E eu entendi que, naquele momento, a despeito da qualificação que a Dra. Luana tem, não seria importante a presença dela para contribuir para a harmonização desse contexto. Então, em um ato discricionário do Ministro, resolvi não efetivar a sua nomeação. É um ato próprio da administração pública, assim como o Presidente pode chegar e me demitir na hora em que quiser; basta só que ele tome essa decisão. É isso que acontece na administração pública. "
"281","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Quem a indicou para o cargo a V. Exa.? "
"282","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não há indicação. Ela fazia parte de um grupo, e eu percebi que ela tinha um desempenho satisfatório. A Dra. Luana não foi o primeiro nome em que eu pensei. O primeiro nome – inclusive, anunciei – foi o da enfermeira Francieli Fontana, que é a coordenadora do PNI, mas, depois, sopesamos. Como a função da enfermeira Francieli é uma função estratégica lá no PNI, achei que, se eu a tirasse do PNI, eu poderia desfalcar o PNI. E aí busquei o nome da Dra. Luana Araújo. Em face dos desdobramentos, eu entendi que, no momento, não seria o perfil mais adequado para ficar à frente da pasta. Foi só isso. "
"283","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Sr. Relator, é só pela ordem, para um esclarecimento, para poder saber se estou ouvindo corretamente. O depoente está informando, com o juramento de dizer a verdade, que foi ele que não confirmou a nomeação? "
"284","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Que não a quis. "
"285","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não é questão de ""não a quis"". Faz parte das atribuições do ministro. Ou não? "
"286","PRESIDENTE","(Omar Aziz. PSD - AM)","Não, não, o que houve foi o seguinte... "
"287","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Mas é porque é uma novidade. É uma novidade para esta CPI. "
"288","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","Só um minutinho. É que a Dra. Luana, Ministro Queiroga, além de ter elogiado muito a sua postura, a sua dedicação – e fez isso aqui publicamente –, em momento algum atribuiu ao senhor nada. "
"289","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Sim, eu sei. "
"290","PRESIDENTE","(Omar Aziz. PSD - AM)","Ela disse aqui para nós o seguinte: que ela esperou sair na segunda, na terça, e, na quarta-feira, o senhor a chamou e disse ""olha, infelizmente, não tenho como nomear porque o seu nome lá não passou"". "
"291","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não. "
"292","PRESIDENTE","(Omar Aziz. PSD - AM)","Foi o que ela disse. Então, veja bem... Por isso, o Senador... "
"293","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Presidente, me permita... "
"294","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Eu posso complementar? Senador Alessandro... "
"295","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","Sim, é só para... E o próprio Ministro, em audiência na Câmara dos Deputados, se referiu ao fato de vivermos sob regime presidencialista. "
"296","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","É uma questão política. Não é questão político-partidária. É questão política da própria classe médica. "
"297","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Não, Ministro, me perdoe... "
"298","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não é um nome que harmoniza! "
"299","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","O Presidente virou médico! Aí já é piada! "
"300","PRESIDENTE","(Omar Aziz. PSD - AM)","Só um minutinho! Só um minutinho! "
"301","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Perdoe-me, Presidente! "
"302","PRESIDENTE","(Omar Aziz. PSD - AM)","Senador Eduardo Braga... "
"303","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","É uma declaração... "
"304","ALESSANDRO VIEIRA","(Bloco Parlamentar Senado Independente/CIDADANIA - SE)","É regime presidencialista, sim. Vivemos num regime presidencialista.         "
"305","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM. Para interpelar.)","Ministro Queiroga, por favor, apenas para esclarecer. Eu ouvi uma declaração de V. Exa. – não foi na Câmara, não foi aqui, foi na saída do Palácio do Planalto –, V. Exa. disse o seguinte: que V. Exa. era Ministro, porque foi nomeado por quem de direito e que, no regime presidencialista, cabia ao senhor, enquanto técnico e enquanto Ministro, fazer a escolha de profissionais e encaminhar a quem de direito para que houvesse a nomeação. Não sendo possível, V. Exa. iria procurar outra pessoa para o local. Ora, portanto, V. Exa. naquele momento deixou muito claro: quem não nomeou a Dra. Luana não foi o Ministério da Saúde e, sim, o Palácio do Planalto. "
"306","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Senador, eu volto a esclarecer: não houve óbices formais da SeGov e da Casa Civil. "
"307","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Não foi essa a pergunta não! "
"308","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Não houve óbices formais.  "
"309","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA. Para interpelar.)","Então, por que o senhor voltou atrás, Ministro? "
"310","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Porque, Senadora, eu entendi que, em face do perfil da Dra. Luana, a despeito de ela ser uma pessoa muito qualificada, por quem temos muito apreço, não ia contribuir comigo para harmonizar as questões que são discutidas aqui acerca de tratamento inicial e seria... "
"311","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","Tratamento inicial? O senhor ainda está com esse discurso? "
"312","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Esse discurso ainda existe, é um dos temas que estão sendo tratados aqui. "
"313","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Então alguém mentiu, Ministro. Alguém mentiu: o senhor ou ela. "
"314","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não, eu não estou mentindo! "
"315","MARCOS DO VAL","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - ES)","Eu só queria fazer uma colocação. A minha pergunta à Dra. Luana... Eu perguntei a ela se teve interferência política. Ela disse que não, ela disse que não. "
"316","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não é política partidária... "
"317","MARCOS DO VAL","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - ES)","Não minha pergunta, ela disse que não.. "
"318","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","A questão da política... "
"319","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Ela falou aqui que o Ministro informou a ela que a Casa Civil não teria homologado o nome dela. "
"320","MARCOS DO VAL","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - ES)","Eu fiz a pergunta diretamente para ela, perguntei se houve interferência política – pode pegar na gravação –, e ela disse: ""Não, não houve interferência política"". "
"321","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Não... "
"322","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não, eu falei... Eu falei para a Dra. Luana que todos os nomes precisavam ser validados pela Casa Civil e pela SeGov, inclusive o meu. E não houve vedação... Esses dados de Casa Civil e SeGov são dados públicos. "
"323","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Não foi essa... "
"324","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","São dados públicos! "
"325","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Especificamente, Ministro... "
"326","PRESIDENTE","(Omar Aziz. PSD - AM)","Só um minutinho, Senador Renan. "
"327","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Especificamente... "
"328","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","Senador Renan... A gente está tendo todo cuidado aqui para não ser indelicado, porque as pessoas, quando acham que você é mais duro, acham que é indelicadeza, mas essa questão, Ministro, o senhor me desculpe... V. Exa. esteve aqui e disse que tinha autonomia no ministério, convida uma pessoa para trabalhar com o senhor... Se o senhor não quisesse ela, não teria nem encaminhado para a Casa Civil. Depois que o senhor encaminha para a Casa Civil que o senhor vai ver que tem divergência? "
"329","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","É que... "
"330","PRESIDENTE","(Omar Aziz. PSD - AM)","O senhor não está... Veja bem, V. Exa. está tentando arranjar uma justificativa para a não nomeação. A verdade é a seguinte, o senhor mesmo disse: ""Olha, é um regime presidencialista. Chegou na Casa Civil, foram olhar lá os vídeos; ela não concorda com a Dra. Mayra, e eu opto por ficar com a Dra. Mayra e não com a Dra. Luana"". A Dra. Mayra defende o tratamento inicial e a outra doutora não defende isso. Então, é só falar, isso não vai mudar muita coisa na sua história junto ao ministério, que eu espero que seja vitoriosa, mas não dá também para achar que todo mundo aqui é doido ou não prestou atenção no que o senhor falou. Por favor, Ministro! "
